fecha,turno,orden_temporal,sabor_original,sabor_normalizado,abierta,celiaca,cerradas,entrantes,total_observado,hoja_origen,fila_origen,notas_lectura
2026-02-22,DIA,39,KITKAT,KITKAT,5780,,6380,,12160,Domingo 22 (DIA),53,
2026-02-22,DIA,39,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,,,,,,Domingo 22 (DIA),54,ALL_EMPTY
2026-02-22,NOCHE,40,CADBURY,CADBURY,815,,6810|6355,,13980,Domingo 22 (NOCHE),2,
2026-02-22,NOCHE,40,AMERICANA,AMERICANA,6245,,6350,,12595,Domingo 22 (NOCHE),3,
2026-02-22,NOCHE,40,ANANA,ANANA,2600,,,,2600,Domingo 22 (NOCHE),4,
2026-02-22,NOCHE,40,"B, SPLIT","B, SPLIT",1610,,6350|7030,,14990,Domingo 22 (NOCHE),5,
2026-02-22,NOCHE,40,CHOCOLATE,CHOCOLATE,4445,,6340,,10785,Domingo 22 (NOCHE),6,
2026-02-22,NOCHE,40,AMARGO,AMARGO,1300,,6600,,7900,Domingo 22 (NOCHE),7,
2026-02-22,NOCHE,40,BLANCO,BLANCO,6365,,,,6365,Domingo 22 (NOCHE),8,
2026-02-22,NOCHE,40,CH C/ALM,CH C/ALM,6700,,,,6700,Domingo 22 (NOCHE),9,
2026-02-22,NOCHE,40,CH AMORES,CH AMORES,6415,,6565|6690,,19670,Domingo 22 (NOCHE),10,
2026-02-22,NOCHE,40,DOS CORAZONES,DOS CORAZONES,6075,,,,6075,Domingo 22 (NOCHE),11,
2026-02-22,NOCHE,40,CABSHA,CABSHA,4050,,,,4050,Domingo 22 (NOCHE),12,
2026-02-22,NOCHE,40,COOKIES,COOKIES,3445,,6700,,10145,Domingo 22 (NOCHE),13,
2026-02-22,NOCHE,40,DULCE C/NUEZ,DULCE C/NUEZ,4770,,,,4770,Domingo 22 (NOCHE),14,
2026-02-22,NOCHE,40,DULCE D LECHE,DULCE D LECHE,4535,,,,4535,Domingo 22 (NOCHE),15,
2026-02-22,NOCHE,40,D. GRANIZADO,D. GRANIZADO,6840,,,,6840,Domingo 22 (NOCHE),16,
2026-02-22,NOCHE,40,DULCE AMORES,DULCE AMORES,4195,,6625,,10820,Domingo 22 (NOCHE),17,
2026-02-22,NOCHE,40,SUPER,SUPER,6030,,,,6030,Domingo 22 (NOCHE),18,
2026-02-22,NOCHE,40,DURAZNO,DURAZNO,6845,,,,6845,Domingo 22 (NOCHE),19,
2026-02-22,NOCHE,40,FERRERO,FERRERO,2765,,,,2765,Domingo 22 (NOCHE),20,
2026-02-22,NOCHE,40,FLAN,FLAN,5225,,,,5225,Domingo 22 (NOCHE),21,
2026-02-22,NOCHE,40,CEREZA,CEREZA,920,,6485,,7405,Domingo 22 (NOCHE),22,
2026-02-22,NOCHE,40,FRAMBUEZA,FRAMBUEZA,5175,,,,5175,Domingo 22 (NOCHE),23,
2026-02-22,NOCHE,40,FRUTILLA CREMA,FRUTILLA CREMA,2730,,6695,,9425,Domingo 22 (NOCHE),24,
2026-02-22,NOCHE,40,FRUTILLA REINA,FRUTILLA REINA,880,,6275,,7155,Domingo 22 (NOCHE),25,
2026-02-22,NOCHE,40,FRUTILLA AGUA,FRUTILLA AGUA,1940,,,,1940,Domingo 22 (NOCHE),26,
2026-02-22,NOCHE,40,BOSQUE,BOSQUE,5410,,,,5410,Domingo 22 (NOCHE),27,
2026-02-22,NOCHE,40,GRANIZADO,GRANIZADO,1390,,6685|6625,,14700,Domingo 22 (NOCHE),28,
2026-02-22,NOCHE,40,LIMON,LIMON,5635,,6450,,12085,Domingo 22 (NOCHE),29,
2026-02-22,NOCHE,40,MANTECOL,MANTECOL,6020,,,,6020,Domingo 22 (NOCHE),30,
2026-02-22,NOCHE,40,MANZANA,MANZANA,3835,,,,3835,Domingo 22 (NOCHE),31,
2026-02-22,NOCHE,40,MARROC,MARROC,6050,,,,6050,Domingo 22 (NOCHE),32,
2026-02-22,NOCHE,40,MASCARPONE,MASCARPONE,3105,,6585,,9690,Domingo 22 (NOCHE),33,
2026-02-22,NOCHE,40,MENTA,MENTA,3245,,6450,,9695,Domingo 22 (NOCHE),34,
2026-02-22,NOCHE,40,MIX DE FRUTA,MIX DE FRUTA,5600,,6780,,12380,Domingo 22 (NOCHE),35,
2026-02-22,NOCHE,40,MOUSSE LIMON,MOUSSE LIMON,5625,,,,5625,Domingo 22 (NOCHE),36,
2026-02-22,NOCHE,40,SAMBAYON,SAMBAYON,3330,,6440,,9770,Domingo 22 (NOCHE),37,
2026-02-22,NOCHE,40,SAMBAYON AMORES,SAMBAYON AMORES,1960,,6490,,8450,Domingo 22 (NOCHE),38,
2026-02-22,NOCHE,40,TRAMONTANA,TRAMONTANA,1255,,6790|6645,,14690,Domingo 22 (NOCHE),39,
2026-02-22,NOCHE,40,TIRAMIZU,TIRAMIZU,5080,,6555,,11635,Domingo 22 (NOCHE),40,
2026-02-22,NOCHE,40,VAINILLA,VAINILLA,1050,,6475,,7525,Domingo 22 (NOCHE),41,
2026-02-22,NOCHE,40,LEMON PIE,LEMON PIE,1750,,6590,,8340,Domingo 22 (NOCHE),42,
2026-02-22,NOCHE,40,IRLANDESA,IRLANDESA,4570,,,,4570,Domingo 22 (NOCHE),43,
2026-02-22,NOCHE,40,NUTE,NUTE,1545,,6685,,8230,Domingo 22 (NOCHE),44,
2026-02-22,NOCHE,40,RUSA,RUSA,5035,,,,5035,Domingo 22 (NOCHE),45,
2026-02-22,NOCHE,40,FRANUI,FRANUI,385,,,,385,Domingo 22 (NOCHE),46,
2026-02-22,NOCHE,40,CIELO,CIELO,1140,,6365,,7505,Domingo 22 (NOCHE),47,
2026-02-22,NOCHE,40,COCO,COCO,5735,,,,5735,Domingo 22 (NOCHE),48,
2026-02-22,NOCHE,40,KINDER,KINDER,5275,,,,5275,Domingo 22 (NOCHE),49,
2026-02-22,NOCHE,40,MARACUYA,MARACUYA,570,,,,570,Domingo 22 (NOCHE),50,
2026-02-22,NOCHE,40,PISTACHO,PISTACHO,1290,,6330,,7620,Domingo 22 (NOCHE),51,
2026-02-22,NOCHE,40,CHOCOLATE DUBAI,CHOCOLATE DUBAI,5035,,6345,,,Domingo 22 (NOCHE),52,
2026-02-22,NOCHE,40,KITKAT,KITKAT,5455,,6380,,11835,Domingo 22 (NOCHE),53,
2026-02-22,NOCHE,40,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,,,,,,Domingo 22 (NOCHE),54,ALL_EMPTY
2026-02-23,DIA,41,CADBURY,CADBURY,815,,6810|6355,,13980,Lunes 23 (DIA),2,
2026-02-23,DIA,41,AMERICANA,AMERICANA,6245,,6350,,12595,Lunes 23 (DIA),3,
2026-02-23,DIA,41,ANANA,ANANA,2595,,,,2595,Lunes 23 (DIA),4,
2026-02-23,DIA,41,"B, SPLIT","B, SPLIT",1615,,6370|6350,,14335,Lunes 23 (DIA),5,
2026-02-23,DIA,41,CHOCOLATE,CHOCOLATE,4365,,6340,,10705,Lunes 23 (DIA),6,
2026-02-23,DIA,41,AMARGO,AMARGO,1065,,6600,,7665,Lunes 23 (DIA),7,
2026-02-23,DIA,41,BLANCO,BLANCO,6045,,,,6045,Lunes 23 (DIA),8,
2026-02-23,DIA,41,CH C/ALM,CH C/ALM,6705,,,,6705,Lunes 23 (DIA),9,
2026-02-23,DIA,41,CH AMORES,CH AMORES,6415,,6565,,12980,Lunes 23 (DIA),10,
2026-02-23,DIA,41,DOS CORAZONES,DOS CORAZONES,6105,,,,6105,Lunes 23 (DIA),11,
2026-02-23,DIA,41,CABSHA,CABSHA,4055,,,,4055,Lunes 23 (DIA),12,
2026-02-23,DIA,41,COOKIES,COOKIES,3445,,6700,,10145,Lunes 23 (DIA),13,
2026-02-23,DIA,41,DULCE C/NUEZ,DULCE C/NUEZ,4750,,,,4750,Lunes 23 (DIA),14,
2026-02-23,DIA,41,DULCE D LECHE,DULCE D LECHE,4535,,,,4535,Lunes 23 (DIA),15,
2026-02-23,DIA,41,D. GRANIZADO,D. GRANIZADO,6840,,,,6840,Lunes 23 (DIA),16,
2026-02-23,DIA,41,DULCE AMORES,DULCE AMORES,4030,,6635|6690,,17355,Lunes 23 (DIA),17,
2026-02-23,DIA,41,SUPER,SUPER,6035,,,,6035,Lunes 23 (DIA),18,
2026-02-23,DIA,41,DURAZNO,DURAZNO,6850,,,,6850,Lunes 23 (DIA),19,
2026-02-23,DIA,41,FERRERO,FERRERO,2765,,,,2765,Lunes 23 (DIA),20,
2026-02-23,DIA,41,FLAN,FLAN,4970,,,,4970,Lunes 23 (DIA),21,
2026-02-23,DIA,41,CEREZA,CEREZA,920,,6485,,7405,Lunes 23 (DIA),22,
2026-02-23,DIA,41,FRAMBUEZA,FRAMBUEZA,5180,,,,5180,Lunes 23 (DIA),23,
2026-02-23,DIA,41,FRUTILLA CREMA,FRUTILLA CREMA,2510,,6695,,9205,Lunes 23 (DIA),24,
2026-02-23,DIA,41,FRUTILLA REINA,FRUTILLA REINA,6440,,,,6440,Lunes 23 (DIA),25,
2026-02-23,DIA,41,FRUTILLA AGUA,FRUTILLA AGUA,1940,,,,1940,Lunes 23 (DIA),26,
2026-02-23,DIA,41,BOSQUE,BOSQUE,5430,,,,5430,Lunes 23 (DIA),27,
2026-02-23,DIA,41,GRANIZADO,GRANIZADO,1390,,6665|6625,,14680,Lunes 23 (DIA),28,
2026-02-23,DIA,41,LIMON,LIMON,5635,,6450,,12085,Lunes 23 (DIA),29,
2026-02-23,DIA,41,MANTECOL,MANTECOL,5750,,,,5750,Lunes 23 (DIA),30,
2026-02-23,DIA,41,MANZANA,MANZANA,3835,,,,3835,Lunes 23 (DIA),31,
2026-02-23,DIA,41,MARROC,MARROC,6055,,,,6055,Lunes 23 (DIA),32,
2026-02-23,DIA,41,MASCARPONE,MASCARPONE,3105,,6585,,9690,Lunes 23 (DIA),33,
2026-02-23,DIA,41,MENTA,MENTA,3245,,6455,,9700,Lunes 23 (DIA),34,
2026-02-23,DIA,41,MIX DE FRUTA,MIX DE FRUTA,5605,,6785,,12390,Lunes 23 (DIA),35,
2026-02-23,DIA,41,MOUSSE LIMON,MOUSSE LIMON,5625,,,,5625,Lunes 23 (DIA),36,
2026-02-23,DIA,41,SAMBAYON,SAMBAYON,3330,,6440,,9770,Lunes 23 (DIA),37,
2026-02-23,DIA,41,SAMBAYON AMORES,SAMBAYON AMORES,6620,,6490,,13110,Lunes 23 (DIA),38,
2026-02-23,DIA,41,TRAMONTANA,TRAMONTANA,1205,,6790|6045,,14040,Lunes 23 (DIA),39,
2026-02-23,DIA,41,TIRAMIZU,TIRAMIZU,5085,,6545,,11630,Lunes 23 (DIA),40,
2026-02-23,DIA,41,VAINILLA,VAINILLA,880,,6485,,7365,Lunes 23 (DIA),41,
2026-02-23,DIA,41,LEMON PIE,LEMON PIE,1750,,6590,,8340,Lunes 23 (DIA),42,
2026-02-23,DIA,41,IRLANDESA,IRLANDESA,4570,,,,4570,Lunes 23 (DIA),43,
2026-02-23,DIA,41,NUTE,NUTE,1550,,6685,,8235,Lunes 23 (DIA),44,
2026-02-23,DIA,41,RUSA,RUSA,5035,,,,5035,Lunes 23 (DIA),45,
2026-02-23,DIA,41,FRANUI,FRANUI,460,,,,460,Lunes 23 (DIA),46,
2026-02-23,DIA,41,CIELO,CIELO,1135,,6365,,7500,Lunes 23 (DIA),47,
2026-02-23,DIA,41,COCO,COCO,5735,,,,5735,Lunes 23 (DIA),48,
2026-02-23,DIA,41,KINDER,KINDER,5275,,,,5275,Lunes 23 (DIA),49,
2026-02-23,DIA,41,MARACUYA,MARACUYA,570,,,,570,Lunes 23 (DIA),50,
2026-02-23,DIA,41,PISTACHO,PISTACHO,1160,,6330,,7490,Lunes 23 (DIA),51,
2026-02-23,DIA,41,CHOCOLATE DUBAI,CHOCOLATE DUBAI,5045,,6345,,,Lunes 23 (DIA),52,
2026-02-23,DIA,41,KITKAT,KITKAT,5455,,6380,,11835,Lunes 23 (DIA),53,
2026-02-23,DIA,41,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,0,,,,,Lunes 23 (DIA),54,ALL_EMPTY
2026-02-23,NOCHE,42,CADBURY,CADBURY,7010,,6355,,13365,Lunes 23 (NOCHE),2,
2026-02-23,NOCHE,42,AMERICANA,AMERICANA,5795,,6370,,12165,Lunes 23 (NOCHE),3,
2026-02-23,NOCHE,42,ANANA,ANANA,2220,,,,2220,Lunes 23 (NOCHE),4,
2026-02-23,NOCHE,42,"B, SPLIT","B, SPLIT",6860,,6375,,13235,Lunes 23 (NOCHE),5,
2026-02-23,NOCHE,42,CHOCOLATE,CHOCOLATE,2900,,6340,,9240,Lunes 23 (NOCHE),6,
2026-02-23,NOCHE,42,AMARGO,AMARGO,6910,,,,6910,Lunes 23 (NOCHE),7,
2026-02-23,NOCHE,42,BLANCO,BLANCO,5900,,,,5900,Lunes 23 (NOCHE),8,
2026-02-23,NOCHE,42,CH C/ALM,CH C/ALM,6140,,,,6140,Lunes 23 (NOCHE),9,
2026-02-23,NOCHE,42,CH AMORES,CH AMORES,6420,,6565,,12985,Lunes 23 (NOCHE),10,
2026-02-23,NOCHE,42,DOS CORAZONES,DOS CORAZONES,6085,,,,6085,Lunes 23 (NOCHE),11,
2026-02-23,NOCHE,42,CABSHA,CABSHA,3870,,,,3870,Lunes 23 (NOCHE),12,
2026-02-23,NOCHE,42,COOKIES,COOKIES,3195,,6700,,9895,Lunes 23 (NOCHE),13,
2026-02-23,NOCHE,42,DULCE C/NUEZ,DULCE C/NUEZ,4390,,,,4390,Lunes 23 (NOCHE),14,
2026-02-23,NOCHE,42,DULCE D LECHE,DULCE D LECHE,2475,,,,2475,Lunes 23 (NOCHE),15,
2026-02-23,NOCHE,42,D. GRANIZADO,D. GRANIZADO,6255,,,,6255,Lunes 23 (NOCHE),16,
2026-02-23,NOCHE,42,DULCE AMORES,DULCE AMORES,3445,,6625|6690,,16760,Lunes 23 (NOCHE),17,
2026-02-23,NOCHE,42,SUPER,SUPER,5680,,,,5680,Lunes 23 (NOCHE),18,
2026-02-23,NOCHE,42,DURAZNO,DURAZNO,6590,,,,6590,Lunes 23 (NOCHE),19,
2026-02-23,NOCHE,42,FERRERO,FERRERO,2570,,,,2570,Lunes 23 (NOCHE),20,
2026-02-23,NOCHE,42,FLAN,FLAN,4915,,,,4915,Lunes 23 (NOCHE),21,
2026-02-23,NOCHE,42,CEREZA,CEREZA,6800,,6485,,13285,Lunes 23 (NOCHE),22,
2026-02-23,NOCHE,42,FRAMBUEZA,FRAMBUEZA,4620,,,,4620,Lunes 23 (NOCHE),23,
2026-02-23,NOCHE,42,FRUTILLA CREMA,FRUTILLA CREMA,1575,,6695,,8270,Lunes 23 (NOCHE),24,
2026-02-23,NOCHE,42,FRUTILLA REINA,FRUTILLA REINA,5630,,,,5630,Lunes 23 (NOCHE),25,
2026-02-23,NOCHE,42,FRUTILLA AGUA,FRUTILLA AGUA,1355,,,,1355,Lunes 23 (NOCHE),26,
2026-02-23,NOCHE,42,BOSQUE,BOSQUE,5400,,,,5400,Lunes 23 (NOCHE),27,
2026-02-23,NOCHE,42,GRANIZADO,GRANIZADO,1135,,6685|6625,,14445,Lunes 23 (NOCHE),28,
2026-02-23,NOCHE,42,LIMON,LIMON,4975,,6310,,11285,Lunes 23 (NOCHE),29,
2026-02-23,NOCHE,42,MANTECOL,MANTECOL,5540,,,,5540,Lunes 23 (NOCHE),30,
2026-02-23,NOCHE,42,MANZANA,MANZANA,3745,,,,3745,Lunes 23 (NOCHE),31,
2026-02-23,NOCHE,42,MARROC,MARROC,5550,,,,5550,Lunes 23 (NOCHE),32,
2026-02-23,NOCHE,42,MASCARPONE,MASCARPONE,2590,,6585,,9175,Lunes 23 (NOCHE),33,
2026-02-23,NOCHE,42,MENTA,MENTA,2290,,6455,,8745,Lunes 23 (NOCHE),34,
2026-02-23,NOCHE,42,MIX DE FRUTA,MIX DE FRUTA,5600,,6785,,12385,Lunes 23 (NOCHE),35,
2026-02-23,NOCHE,42,MOUSSE LIMON,MOUSSE LIMON,5290,,,,5290,Lunes 23 (NOCHE),36,
2026-02-23,NOCHE,42,SAMBAYON,SAMBAYON,2790,,6440,,9230,Lunes 23 (NOCHE),37,
2026-02-23,NOCHE,42,SAMBAYON AMORES,SAMBAYON AMORES,1200,,6490,,7690,Lunes 23 (NOCHE),38,
2026-02-23,NOCHE,42,TRAMONTANA,TRAMONTANA,1005,,6790|6645,,14440,Lunes 23 (NOCHE),39,
2026-02-23,NOCHE,42,TIRAMIZU,TIRAMIZU,4485,,6555,,11040,Lunes 23 (NOCHE),40,
2026-02-23,NOCHE,42,VAINILLA,VAINILLA,6340,,,,6340,Lunes 23 (NOCHE),41,
2026-02-23,NOCHE,42,LEMON PIE,LEMON PIE,1540,,6590,,8130,Lunes 23 (NOCHE),42,
2026-02-23,NOCHE,42,IRLANDESA,IRLANDESA,4245,,,,4245,Lunes 23 (NOCHE),43,
2026-02-23,NOCHE,42,NUTE,NUTE,1550,,6685,,8235,Lunes 23 (NOCHE),44,
2026-02-23,NOCHE,42,RUSA,RUSA,4765,,,,4765,Lunes 23 (NOCHE),45,
2026-02-23,NOCHE,42,FRANUI,FRANUI,0,,,,0,Lunes 23 (NOCHE),46,ALL_EMPTY
2026-02-23,NOCHE,42,CIELO,CIELO,6660,,,,6660,Lunes 23 (NOCHE),47,
2026-02-23,NOCHE,42,COCO,COCO,5445,,,,5445,Lunes 23 (NOCHE),48,
2026-02-23,NOCHE,42,KINDER,KINDER,4690,,,,4690,Lunes 23 (NOCHE),49,
2026-02-23,NOCHE,42,MARACUYA,MARACUYA,0,,,,0,Lunes 23 (NOCHE),50,ALL_EMPTY
2026-02-23,NOCHE,42,PISTACHO,PISTACHO,6390,,,,6390,Lunes 23 (NOCHE),51,
2026-02-23,NOCHE,42,CHOCOLATE DUBAI,CHOCOLATE DUBAI,4050,,6345,,,Lunes 23 (NOCHE),52,
2026-02-23,NOCHE,42,KITKAT,KITKAT,5125,,6380,,11505,Lunes 23 (NOCHE),53,
2026-02-23,NOCHE,42,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,0,,,,,Lunes 23 (NOCHE),54,ALL_EMPTY
2026-02-24,DIA,43,CADBURY,CADBURY,6670,,6355,,13025,Martes 24 (DIA),2,
2026-02-24,DIA,43,AMERICANA,AMERICANA,5350,,6350,,11700,Martes 24 (DIA),3,
2026-02-24,DIA,43,ANANA,ANANA,1960,,,7040,9000,Martes 24 (DIA),4,
2026-02-24,DIA,43,"B, SPLIT","B, SPLIT",6875,,6400,6360,19635,Martes 24 (DIA),5,
2026-02-24,DIA,43,CHOCOLATE,CHOCOLATE,2900,,5940,,8840,Martes 24 (DIA),6,
2026-02-24,DIA,43,AMARGO,AMARGO,6905,,,6665,13570,Martes 24 (DIA),7,
2026-02-24,DIA,43,BLANCO,BLANCO,5900,,,,5900,Martes 24 (DIA),8,
2026-02-24,DIA,43,CH C/ALM,CH C/ALM,6145,,,6445|6525,19115,Martes 24 (DIA),9,
2026-02-24,DIA,43,CH AMORES,CH AMORES,6610,,6340,,12950,Martes 24 (DIA),10,
2026-02-24,DIA,43,DOS CORAZONES,DOS CORAZONES,6080,,,,6080,Martes 24 (DIA),11,
2026-02-24,DIA,43,CABSHA,CABSHA,3875,,,,3875,Martes 24 (DIA),12,
2026-02-24,DIA,43,COOKIES,COOKIES,3195,,6700,,9895,Martes 24 (DIA),13,
2026-02-24,DIA,43,DULCE C/NUEZ,DULCE C/NUEZ,4390,,,,4390,Martes 24 (DIA),14,
2026-02-24,DIA,43,DULCE D LECHE,DULCE D LECHE,3015,,,6680|6675,16370,Martes 24 (DIA),15,
2026-02-24,DIA,43,D. GRANIZADO,D. GRANIZADO,3060,,,6575|6610,16245,Martes 24 (DIA),16,
2026-02-24,DIA,43,DULCE AMORES,DULCE AMORES,3455,,6625|6700,,16780,Martes 24 (DIA),17,
2026-02-24,DIA,43,SUPER,SUPER,5690,,,6770,12460,Martes 24 (DIA),18,
2026-02-24,DIA,43,DURAZNO,DURAZNO,6590,,,,6590,Martes 24 (DIA),19,
2026-02-24,DIA,43,FERRERO,FERRERO,2575,,,6650|6530,15755,Martes 24 (DIA),20,
2026-02-24,DIA,43,FLAN,FLAN,4640,,,,4640,Martes 24 (DIA),21,
2026-02-24,DIA,43,CEREZA,CEREZA,6825,,,,6825,Martes 24 (DIA),22,
2026-02-24,DIA,43,FRAMBUEZA,FRAMBUEZA,4615,,,,4615,Martes 24 (DIA),23,
2026-02-24,DIA,43,FRUTILLA CREMA,FRUTILLA CREMA,1575,,6695,6565,14835,Martes 24 (DIA),24,
2026-02-24,DIA,43,FRUTILLA REINA,FRUTILLA REINA,5630,,,6180,11810,Martes 24 (DIA),25,
2026-02-24,DIA,43,FRUTILLA AGUA,FRUTILLA AGUA,1255,,,7175,8430,Martes 24 (DIA),26,
2026-02-24,DIA,43,BOSQUE,BOSQUE,5400,,,6575,11975,Martes 24 (DIA),27,
2026-02-24,DIA,43,GRANIZADO,GRANIZADO,990,,6665|6685,,14340,Martes 24 (DIA),28,
2026-02-24,DIA,43,LIMON,LIMON,4975,,6335,,11310,Martes 24 (DIA),29,
2026-02-24,DIA,43,MANTECOL,MANTECOL,5535,,,,5535,Martes 24 (DIA),30,
2026-02-24,DIA,43,MANZANA,MANZANA,3755,,,,3755,Martes 24 (DIA),31,
2026-02-24,DIA,43,MARROC,MARROC,5555,,,6820,12375,Martes 24 (DIA),32,
2026-02-24,DIA,43,MASCARPONE,MASCARPONE,2595,,6585,,9180,Martes 24 (DIA),33,
2026-02-24,DIA,43,MENTA,MENTA,2035,,6455,,8490,Martes 24 (DIA),34,
2026-02-24,DIA,43,MIX DE FRUTA,MIX DE FRUTA,5605,,6785,,12390,Martes 24 (DIA),35,
2026-02-24,DIA,43,MOUSSE LIMON,MOUSSE LIMON,5295,,,6480,11775,Martes 24 (DIA),36,
2026-02-24,DIA,43,SAMBAYON,SAMBAYON,2795,,6440,,9235,Martes 24 (DIA),37,
2026-02-24,DIA,43,SAMBAYON AMORES,SAMBAYON AMORES,1195,,6430,,7625,Martes 24 (DIA),38,
2026-02-24,DIA,43,TRAMONTANA,TRAMONTANA,1005,,6645|6790,,14440,Martes 24 (DIA),39,
2026-02-24,DIA,43,TIRAMIZU,TIRAMIZU,4485,,6555,,11040,Martes 24 (DIA),40,
2026-02-24,DIA,43,VAINILLA,VAINILLA,5985,,,6460,12445,Martes 24 (DIA),41,
2026-02-24,DIA,43,LEMON PIE,LEMON PIE,1540,,6590,,8130,Martes 24 (DIA),42,
2026-02-24,DIA,43,IRLANDESA,IRLANDESA,4245,,,6605,10850,Martes 24 (DIA),43,
2026-02-24,DIA,43,NUTE,NUTE,1550,,6685,,8235,Martes 24 (DIA),44,
2026-02-24,DIA,43,RUSA,RUSA,4765,,,,4765,Martes 24 (DIA),45,
2026-02-24,DIA,43,FRANUI,FRANUI,7425,,,,7425,Martes 24 (DIA),46,
2026-02-24,DIA,43,CIELO,CIELO,6390,,,,6390,Martes 24 (DIA),47,
2026-02-24,DIA,43,COCO,COCO,5445,,,,5445,Martes 24 (DIA),48,
2026-02-24,DIA,43,KINDER,KINDER,4690,,,,4690,Martes 24 (DIA),49,
2026-02-24,DIA,43,MARACUYA,MARACUYA,,,,,0,Martes 24 (DIA),50,ALL_EMPTY
2026-02-24,DIA,43,PISTACHO,PISTACHO,6390,,,6350,12740,Martes 24 (DIA),51,
2026-02-24,DIA,43,CHOCOLATE DUBAI,CHOCOLATE DUBAI,4055,,6355,,,Martes 24 (DIA),52,
2026-02-24,DIA,43,KITKAT,KITKAT,5130,,6380,,11510,Martes 24 (DIA),53,
2026-02-24,DIA,43,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,,,,,,Martes 24 (DIA),54,ALL_EMPTY
2026-02-24,NOCHE,44,CADBURY,CADBURY,6350,,6455,,12805,Martes 24 (NOCHE),2,
2026-02-24,NOCHE,44,AMERICANA,AMERICANA,4365,,6370,,10735,Martes 24 (NOCHE),3,
2026-02-24,NOCHE,44,ANANA,ANANA,1655,,,7040,8695,Martes 24 (NOCHE),4,
2026-02-24,NOCHE,44,"B, SPLIT","B, SPLIT",6060,,6400,6360,18820,Martes 24 (NOCHE),5,
2026-02-24,NOCHE,44,CHOCOLATE,CHOCOLATE,1865,,5940,,7805,Martes 24 (NOCHE),6,
2026-02-24,NOCHE,44,AMARGO,AMARGO,6410,,,6665,13075,Martes 24 (NOCHE),7,
2026-02-24,NOCHE,44,BLANCO,BLANCO,5815,,,,5815,Martes 24 (NOCHE),8,
2026-02-24,NOCHE,44,CH C/ALM,CH C/ALM,5435,,,6445|6525,18405,Martes 24 (NOCHE),9,
2026-02-24,NOCHE,44,CH AMORES,CH AMORES,5750,,6340,,12090,Martes 24 (NOCHE),10,
2026-02-24,NOCHE,44,DOS CORAZONES,DOS CORAZONES,5805,,,,5805,Martes 24 (NOCHE),11,
2026-02-24,NOCHE,44,CABSHA,CABSHA,3805,,,,3805,Martes 24 (NOCHE),12,
2026-02-24,NOCHE,44,COOKIES,COOKIES,2870,,6700,,9570,Martes 24 (NOCHE),13,
2026-02-24,NOCHE,44,DULCE C/NUEZ,DULCE C/NUEZ,4390,,,,4390,Martes 24 (NOCHE),14,
2026-02-24,NOCHE,44,DULCE D LECHE,DULCE D LECHE,1900,,,6680|6675,15255,Martes 24 (NOCHE),15,
2026-02-24,NOCHE,44,D. GRANIZADO,D. GRANIZADO,4990,,,6575|6610,18175,Martes 24 (NOCHE),16,
2026-02-24,NOCHE,44,DULCE AMORES,DULCE AMORES,3195,,6625|6700,,16520,Martes 24 (NOCHE),17,
2026-02-24,NOCHE,44,SUPER,SUPER,4890,,,6770,11660,Martes 24 (NOCHE),18,
2026-02-24,NOCHE,44,DURAZNO,DURAZNO,6595,,,,6595,Martes 24 (NOCHE),19,
2026-02-24,NOCHE,44,FERRERO,FERRERO,2300,,,6650|6530,15480,Martes 24 (NOCHE),20,
2026-02-24,NOCHE,44,FLAN,FLAN,4190,,,,4190,Martes 24 (NOCHE),21,
2026-02-24,NOCHE,44,CEREZA,CEREZA,6205,,,,6205,Martes 24 (NOCHE),22,
2026-02-24,NOCHE,44,FRAMBUEZA,FRAMBUEZA,4590,,,,4590,Martes 24 (NOCHE),23,
2026-02-24,NOCHE,44,FRUTILLA CREMA,FRUTILLA CREMA,7030,,6565,6585,20180,Martes 24 (NOCHE),24,
2026-02-24,NOCHE,44,FRUTILLA REINA,FRUTILLA REINA,5350,,,6180,11530,Martes 24 (NOCHE),25,
2026-02-24,NOCHE,44,FRUTILLA AGUA,FRUTILLA AGUA,7430,,,7175,14605,Martes 24 (NOCHE),26,
2026-02-24,NOCHE,44,BOSQUE,BOSQUE,4040,,6575,,10615,Martes 24 (NOCHE),27,
2026-02-24,NOCHE,44,GRANIZADO,GRANIZADO,6810,,6685,,13495,Martes 24 (NOCHE),28,
2026-02-24,NOCHE,44,LIMON,LIMON,4080,,6450,,10530,Martes 24 (NOCHE),29,
2026-02-24,NOCHE,44,MANTECOL,MANTECOL,5265,,,,5265,Martes 24 (NOCHE),30,
2026-02-24,NOCHE,44,MANZANA,MANZANA,3590,,,,3590,Martes 24 (NOCHE),31,
2026-02-24,NOCHE,44,MARROC,MARROC,5215,,6820,6820,18855,Martes 24 (NOCHE),32,
2026-02-24,NOCHE,44,MASCARPONE,MASCARPONE,2415,,6585,,9000,Martes 24 (NOCHE),33,
2026-02-24,NOCHE,44,MENTA,MENTA,1475,,6455,,7930,Martes 24 (NOCHE),34,
2026-02-24,NOCHE,44,MIX DE FRUTA,MIX DE FRUTA,5340,,,,5340,Martes 24 (NOCHE),35,
